会员号,手机号,等级
2519,13728824783,金卡
2520,16147917064,普通
2521,13429675782,普通
2522,18439745685,银卡
2523,13787613605,金卡
2524,13806997160,普通
2525,18302658421,普通
2526,14194542731,银卡
2527,14195306347,金卡
2528,13487354786,普通
2529,17515675066,普通
2530,19340669329,银卡
2531,15489430749,金卡
2532,15937472161,普通
2533,16248740372,普通
2534,16379393772,银卡
2535,14205503342,金卡
2536,13663182008,普通
2537,13712870442,普通
2538,14224901764,银卡
2539,15320975155,金卡
2540,16171713743,普通
2541,13919786801,普通
2542,13894068314,银卡
2543,18047579051,金卡
2544,16797301883,普通
2545,14215719839,普通
2546,19572530768,银卡
2547,18133005889,金卡
2548,14185116443,普通
2549,18302137838,普通
2550,13830695011,银卡
2551,16606574316,金卡
2552,19908308313,普通
2553,17195151410,普通
2554,17964796761,银卡
2555,18677192858,金卡
2556,15111525492,普通
2557,19198271995,普通
2558,16784373120,银卡
2559,18890726713,金卡
2560,17863465709,普通
2561,15841786579,普通
2562,18820338471,银卡
2563,18096101447,金卡
2564,15892249589,普通
2565,16581942268,普通
2566,13402423034,银卡
2567,13602689639,金卡
2568,14482160661,普通
2569,15350815537,普通
2570,18761852162,银卡
2571,18491628841,金卡
2572,14288618414,普通
2573,13682449067,普通
2574,17848669681,银卡
2575,13537571105,金卡
2576,17479336222,普通
2577,18966779046,普通
2578,16754747441,银卡
2579,17632940020,金卡
2580,19368143646,普通
2581,15546062264,普通
2582,15722088471,银卡
2583,19120736640,金卡
2584,13655280778,普通
2585,16222056350,普通
2586,16978355544,银卡
2587,15160326382,金卡
2588,16434204218,普通
2589,18374798546,普通
2590,14773069208,银卡
2591,13480725239,金卡
2592,13515949014,普通
2593,19538231311,普通
2594,14567758106,银卡
2595,15413144148,金卡
2596,13982912800,普通
2597,16673877113,普通
2598,15657006337,银卡
2599,18613936167,金卡
2600,19704427765,普通
2601,17812821734,普通
2602,14559142190,银卡
2603,19325510865,金卡
2604,16494703007,普通
2605,15475889728,普通
2606,19974231662,银卡
2607,16923135516,金卡
2608,16014444005,普通
2609,18048822612,普通
2610,15026726373,银卡
2611,18056267017,金卡
2612,15942922020,普通
2613,19722003019,普通
2614,14770451708,银卡
2615,17289172121,金卡
2616,18400148388,普通
2617,13022181236,普通
2618,15505901117,银卡
2619,16603930044,金卡
2620,19673602015,普通
2621,15196418276,普通
2622,17819767569,银卡
2623,18826011017,金卡
2624,17106513323,普通
2625,13860608379,普通
2626,15613347003,银卡
2627,15374019505,金卡
2628,18646975489,普通
2629,18529423494,普通
2630,13804318921,银卡
2631,17369265792,金卡
2632,18060215061,普通
2633,13279311105,普通
2634,19329407225,银卡
2635,18960035143,金卡
2636,15928407688,普通
2637,19058816863,普通
2638,16263654371,银卡
2639,17304039976,金卡
2640,15961518631,普通
2641,18673097611,普通
2642,13750796456,银卡
2643,19289094448,金卡
2644,17049072036,普通
2645,13001164096,普通
2646,19898814706,银卡
2647,15958869661,金卡
2648,19979193187,普通
2649,17492921120,普通
2650,17191339467,银卡
2651,18774736819,金卡
2652,18743819612,普通
2653,13062153602,普通
2654,17248654157,银卡
2655,16306859322,金卡
2656,18885420738,普通
2657,15996438575,普通
2658,19820469912,银卡
2659,19642651460,金卡
2660,16612271163,普通
2661,15908827829,普通
2662,13040996446,银卡
2663,15629727001,金卡
2664,15848847225,普通
2665,17658694501,普通
2666,13779566989,银卡
2667,15021368149,金卡
2668,15242425809,普通
2669,13925718863,普通
2670,15808574617,银卡
2671,17428023748,金卡
2672,19987732028,普通
2673,13093300058,普通
2674,13842492049,银卡
2675,16268916741,金卡
2676,13106107549,普通
2677,15629163231,普通
2678,13778117146,银卡
2679,16370735853,金卡
2680,18453631267,普通
2681,15375111346,普通
2682,17851689842,银卡
2683,19603846462,金卡
2684,13981950984,普通
2685,14330830213,普通
2686,19867212337,银卡
2687,17874306226,金卡
2688,16977234583,普通
2689,13237404242,普通
2690,17668887735,银卡
2691,16590781359,金卡
2692,13229694914,普通
2693,18077827580,普通
2694,17707026129,银卡
2695,19325190562,金卡
2696,19788690237,普通
2697,15627420561,普通
2698,13843973277,银卡
2699,15460600392,金卡
2700,14228648557,普通
2701,15842730633,普通
2702,15205104598,银卡
2703,13259029965,金卡
2704,14426077625,普通
2705,14303580943,普通
2706,16922013095,银卡
2707,19402529843,金卡
2708,17230809559,普通
2709,17199862904,普通
2710,15988360069,银卡
2711,19759029079,金卡
2712,18322993947,普通
2713,15018190392,普通
2714,18742994265,银卡
2715,19608989969,金卡
2716,19727329068,普通
2717,17428854303,普通
2718,19190332982,银卡
2719,19559062352,金卡
2720,15288193430,普通
2721,14728922538,普通
2722,14244934999,银卡
2723,18207935492,金卡
2724,13095335938,普通
2725,13885850751,普通
2726,18016887875,银卡
2727,19882119159,金卡
2728,14851831618,普通
2729,18636760034,普通
2730,13874675059,银卡
2731,16282519067,金卡
2732,17732158083,普通
2733,13793564873,普通
2734,16849056077,银卡
2735,16444634633,金卡
2736,18866183022,普通
2737,15113595783,普通
2738,14867137285,银卡
2739,13759956783,金卡
2740,18576579274,普通
2741,14096326272,普通
2742,17611735593,银卡
2743,13734428754,金卡
2744,14139642100,普通
2745,18297900047,普通
2746,14064117000,银卡
2747,16697923947,金卡
2748,17469103861,普通
2749,16664986404,普通
2750,13943404829,银卡
2751,16153347006,金卡
2752,17733906155,普通
2753,16879010997,普通
2754,14290807156,银卡
2755,16683810085,金卡
2756,15503622022,普通
2757,15009472751,普通
2758,16048616066,银卡
2759,17513958676,金卡
2760,14711041293,普通
2761,15320186982,普通
2762,17290698482,银卡
2763,13013690292,金卡
2764,15950113222,普通
2765,16214678987,普通
2766,16035657390,银卡
2767,18671175330,金卡
2768,16637195824,普通
2769,14196595650,普通
2770,18814417530,银卡
2771,18002132718,金卡
2772,16091374894,普通
2773,18670167664,普通
2774,17149643306,银卡
2775,17774119916,金卡
2776,14698047854,普通
2777,15119179896,普通
2778,13002950131,银卡
2779,15650489686,金卡
2780,13914401887,普通
2781,18312096040,普通
2782,19141433294,银卡
2783,19961051957,金卡
2784,13406220817,普通
2785,17120113141,普通
2786,13243118862,银卡
2787,19516984402,金卡
2788,16280589374,普通
2789,18733934677,普通
2790,17021791881,银卡
2791,16447629964,金卡
2792,18749843968,普通
2793,14952266516,普通
2794,15427099588,银卡
2795,15077075357,金卡
2796,17385557048,普通
2797,19016074166,普通
2798,14235922749,银卡
2799,17667758630,金卡
2800,19271035621,普通
2801,13399220589,普通
2802,15877383076,银卡
2803,19349857072,金卡
2804,17843345737,普通
2805,15818969299,普通
2806,17883869706,银卡
2807,16871147460,金卡
2808,14608032204,普通
2809,16440608166,普通
2810,18498178335,银卡
2811,19686880753,金卡
2812,19618276968,普通
2813,19197883607,普通
2814,14254776095,银卡
2815,13647699225,金卡
2816,14928518774,普通
2817,13736915166,普通
2818,18946998592,银卡
2819,19420582490,金卡
2820,13116948074,普通
2821,15434428663,普通
2822,13953425644,银卡
2823,18201369557,金卡
2824,18178941506,普通
2825,13796282385,普通
2826,19391454912,银卡
2827,19955869647,金卡
2828,18470488282,普通
2829,13987514225,普通
2830,16369990962,银卡
2831,13879372011,金卡
2832,16918296229,普通
2833,19547404650,普通
2834,19947732466,银卡
2835,16084408379,金卡
2836,19823577221,普通
2837,13580538960,普通
2838,19506478787,银卡
2839,17536152438,金卡
2840,13603145803,普通
2841,14096207420,普通
2842,14619320947,银卡
2843,17233655108,金卡
2844,15741021741,普通
2845,19576383190,普通
2846,18055510501,银卡
2847,14184905368,金卡
2848,15423896184,普通
2849,13732531760,普通
2850,19002169636,银卡
2851,18968887979,金卡
2852,16063023488,普通
2853,18962629140,普通
2854,15530293764,银卡
2855,15064661740,金卡
2856,14524483617,普通
2857,15642526097,普通
2858,13133513255,银卡
2859,13257940095,金卡
2860,18037254740,普通
2861,18352177994,普通
2862,18988856087,银卡
2863,14097522216,金卡
2864,14376544451,普通
2865,14666275180,普通
2866,14313657281,银卡
2867,13425565567,金卡
2868,17450549115,普通
2869,18195951055,普通
2870,19724527735,银卡
2871,17473305020,金卡
2872,13826543670,普通
2873,15994192194,普通
2874,14474735768,银卡
2875,18631466673,金卡
2876,16756452342,普通
2877,14510522656,普通
2878,13178494541,银卡
2879,18885798461,金卡
2880,18272900622,普通
2881,15933808539,普通
2882,14158939285,银卡
2883,18323868538,金卡
2884,16652249178,普通
2885,16274451399,普通
2886,15114833813,银卡
2887,19810744588,金卡
2888,14603824366,普通
2889,19151676841,普通
2890,13626017129,银卡
2891,17391951537,金卡
2892,19111969800,普通
2893,13535318970,普通
2894,13089189437,银卡
2895,19752340595,金卡
2896,15960257260,普通
2897,16029447481,普通
2898,18587961181,银卡
2899,18006876770,金卡
2900,19375312865,普通
2901,17084485094,普通
2902,13122639437,银卡
2903,15575891786,金卡
2904,17631599521,普通
2905,13472894617,普通
2906,17353938544,银卡
2907,14648582752,金卡
2908,15579369041,普通
2909,16668230625,普通
2910,17774613021,银卡
2911,17255118063,金卡
2912,13696013081,普通
2913,15817709055,普通
2914,19125650288,银卡
2915,14433357957,金卡
2916,14766405560,普通
2917,13832280427,普通
2918,18135647152,银卡
2919,19711970136,金卡
2920,17206439843,普通
2921,17461534168,普通
2922,18121677164,银卡
2923,18009240619,金卡
2924,13226755677,普通
2925,16227837500,普通
2926,16039228215,银卡
2927,17800405818,金卡
2928,15070910977,普通
2929,19787702524,普通
2930,17089040125,银卡
2931,14124784186,金卡
2932,16401955390,普通
2933,14265766165,普通
2934,17337128390,银卡
2935,14411478423,金卡
2936,17502538120,普通
2937,19145500732,普通
2938,16104444713,银卡
2939,14734429897,金卡
2940,13470800941,普通
2941,14993814598,普通
2942,19938860047,银卡
2943,19802466487,金卡
2944,16968226261,普通
2945,18125775600,普通
2946,19724565106,银卡
2947,17754404689,金卡
2948,14945683132,普通
2949,15754801935,普通
2950,13732486057,银卡
2951,18560378646,金卡
2952,13184846998,普通
2953,13675283288,普通
2954,15210838840,银卡
2955,15851898183,金卡
2956,16713996780,普通
2957,19920129141,普通
2958,17903596805,银卡
2959,13188096971,金卡
2960,15578333300,普通
2961,13246054929,普通
2962,19284137466,银卡
2963,16636106359,金卡
2964,14862879015,普通
2965,18050370638,普通
2966,14558164117,银卡
2967,16978008732,金卡
2968,13578701979,普通
2969,19176278034,普通
2970,15529037201,银卡
2971,16183427890,金卡
2972,18795313819,普通
2973,15420836670,普通
2974,16134973874,银卡
2975,16147039111,金卡
2976,18281602644,普通
2977,17088152871,普通
2978,16171286323,银卡
2979,19484396922,金卡
2980,16295459794,普通
2981,13987535873,普通
2982,13097431605,银卡
2983,17184607194,金卡
2984,16555929952,普通
2985,18748410363,普通
2986,13082932368,银卡
2987,17392713220,金卡
2988,18384046369,普通
2989,13236130052,普通
2990,19194710225,银卡
2991,14617898964,金卡
2992,13057024438,普通
2993,15232062594,普通
2994,16577068396,银卡
2995,18993428826,金卡
2996,15388558837,普通
2997,13594892557,普通
2998,14351998099,银卡
2999,15716044925,金卡
3000,14324077545,普通
3001,19361538083,普通
3002,19747192627,银卡
3003,16813887158,金卡
3004,17672571149,普通
3005,17618596398,普通
3006,19708510182,银卡
3007,14329917357,金卡
3008,18214828765,普通
3009,18370672023,普通
3010,14521280033,银卡
3011,17559617028,金卡
3012,16270018291,普通
3013,14193651040,普通
3014,15583159086,银卡
3015,14537686935,金卡
3016,14153726485,普通
3017,19622080649,普通
3018,15366251249,银卡
3019,14510245971,金卡
3020,14591166586,普通
3021,16561682707,普通
3022,14289695425,银卡
3023,15189127314,金卡
3024,18754431899,普通
3025,14378849637,普通
3026,14581788713,银卡
3027,18946214730,金卡
3028,14375803265,普通
3029,14928586903,普通
3030,16162460376,银卡
3031,18762081985,金卡
3032,14626752627,普通
3033,16989696266,普通
3034,17235852054,银卡
3035,15281970763,金卡
3036,13395652820,普通
3037,18246483443,普通
3038,15756435461,银卡
3039,19731383184,金卡
3040,14573057914,普通
3041,19125296324,普通
3042,14613030576,银卡
3043,13997728147,金卡
3044,19618592125,普通
3045,15581347437,普通
3046,14441268496,银卡
3047,15635879429,金卡
3048,17302450138,普通
3049,16747402458,普通
3050,15257387411,银卡
3051,15070755063,金卡
3052,15348390046,普通
3053,18571289374,普通
3054,13000369656,银卡
3055,13719384431,金卡
3056,13998722577,普通
3057,19525663483,普通
3058,15929287321,银卡
3059,16781921542,金卡
3060,18392960963,普通
3061,14825629579,普通
3062,13723367944,银卡
3063,18394831423,金卡
3064,13435823286,普通
3065,13342848792,普通
3066,14936024669,银卡
3067,16759951721,金卡
3068,18504592517,普通
3069,19389661299,普通
3070,17488463533,银卡
3071,17261098890,金卡
3072,19242013687,普通
3073,15035744337,普通
3074,18540844074,银卡
3075,15297258440,金卡
3076,13149573466,普通
3077,13201793829,普通
3078,16726660738,银卡
3079,17373251676,金卡
3080,19460983897,普通
3081,15405461001,普通
3082,14837418177,银卡
3083,17859790065,金卡
3084,16520203201,普通
3085,17034968831,普通
3086,19759271180,银卡
3087,19582568874,金卡
3088,18006108774,普通
3089,15382999916,普通
3090,15378480153,银卡
3091,16579935973,金卡
3092,16813932774,普通
3093,13093212706,普通
3094,19174646768,银卡
3095,19052222651,金卡
3096,16111138912,普通
3097,15297699282,普通
3098,13373565821,银卡
3099,15475932357,金卡
3100,15606197893,普通
3101,15095623261,普通
3102,17800758888,银卡
3103,17128395190,金卡
3104,19777299523,普通
3105,14590183779,普通
3106,14936023505,银卡
3107,13672978354,金卡
3108,17767772606,普通
3109,15455385233,普通
3110,17958138915,银卡
3111,16415182698,金卡
3112,13106449684,普通
3113,18232063948,普通
3114,18582583121,银卡
3115,19150948280,金卡
3116,16863742876,普通
3117,18409451591,普通
3118,18085167393,银卡
3119,14297482326,金卡
3120,18119746878,普通
3121,15789184596,普通
3122,17243208708,银卡
3123,14050952731,金卡
3124,15518428707,普通
3125,17318146864,普通
3126,17125772642,银卡
3127,13699183009,金卡
3128,17009466835,普通
3129,17627723853,普通
3130,16710811636,银卡
3131,14153784624,金卡
3132,17459931804,普通
3133,13582945357,普通
3134,17994594222,银卡
3135,17498996856,金卡
3136,16892371259,普通
3137,19872280607,普通
3138,15293678697,银卡
3139,18302092810,金卡
3140,17241032585,普通
3141,15411618232,普通
3142,16659969406,银卡
3143,16279698419,金卡
3144,16187607233,普通
3145,18559751106,普通
3146,18544331601,银卡
3147,14875383208,金卡
3148,16399451817,普通
3149,13043525738,普通
3150,13659630469,银卡
3151,13356127906,金卡
3152,14613343539,普通
3153,16162664130,普通
3154,18683963323,银卡
3155,14024589631,金卡
3156,13201954582,普通
3157,18019324220,普通
3158,15403736023,银卡
3159,14369273855,金卡
3160,17373626260,普通
3161,17576151619,普通
3162,18804916484,银卡
3163,16350225632,金卡
3164,14235097808,普通
3165,17059690136,普通
3166,19157378426,银卡
3167,19885049817,金卡
3168,16692086770,普通
3169,16645798389,普通
3170,14424574553,银卡
3171,16310624731,金卡
3172,18014657239,普通
3173,15690675065,普通
3174,15294249005,银卡
3175,14469674779,金卡
3176,17276747295,普通
3177,13242825701,普通
3178,18915595244,银卡
3179,15402350812,金卡
3180,19088022134,普通
3181,13974587182,普通
3182,14578012921,银卡
3183,19009581988,金卡
3184,13359230018,普通
3185,14135415965,普通
3186,18347700811,银卡
3187,14712110661,金卡
3188,14169259590,普通
3189,14650978186,普通
3190,15591446223,银卡
3191,13059809160,金卡
3192,17350042073,普通
3193,16771375138,普通
3194,19672476195,银卡
3195,13544968421,金卡
3196,13901297974,普通
3197,13937091784,普通
3198,16769841618,银卡
3199,15468918731,金卡
3200,16356724352,普通
3201,14479284100,普通
3202,16517439753,银卡
3203,14459182612,金卡
3204,17115921580,普通
3205,14426785365,普通
3206,13616903059,银卡
3207,19657617286,金卡
3208,15570230237,普通
3209,17648458263,普通
3210,16985153922,银卡
3211,17611464283,金卡
3212,14432371348,普通
3213,17001595006,普通
3214,19436405475,银卡
3215,18610001324,金卡
3216,13708878761,普通
3217,17928831869,普通
3218,17598083711,银卡
3219,15023736622,金卡
3220,15941063300,普通
3221,19494898887,普通
3222,14745254011,银卡
3223,15013699007,金卡
3224,14777422910,普通
3225,14925480151,普通
3226,18793903092,银卡
3227,16817124553,金卡
3228,13748235817,普通
3229,19254184354,普通
3230,19065942954,银卡
3231,18393497675,金卡
3232,13026118799,普通
3233,17147793201,普通
3234,15039232061,银卡
3235,18607076385,金卡
3236,15158615511,普通
3237,16553240596,普通
3238,16497585950,银卡
3239,19431680651,金卡
3240,14772146054,普通
3241,17021561898,普通
3242,19162046746,银卡
3243,13784725794,金卡
3244,19842748498,普通
3245,15528670856,普通
3246,17277037244,银卡
3247,16900252787,金卡
3248,15506528805,普通
3249,16947733450,普通
3250,16215106255,银卡
3251,16607150237,金卡
3252,17064279529,普通
3253,16547166245,普通
3254,19235005215,银卡
3255,14932268397,金卡
3256,13907800179,普通
3257,18490824189,普通
3258,15150123259,银卡
3259,17463522150,金卡
3260,15820880130,普通
3261,15575206501,普通
3262,19815198321,银卡
3263,19542146098,金卡
3264,17097420476,普通
3265,13276466912,普通
3266,16022398912,银卡
3267,15774460202,金卡
3268,17323571982,普通
3269,19927378205,普通
3270,15635490582,银卡
3271,14324644535,金卡
3272,19829600799,普通
3273,14463076131,普通
3274,17852412603,银卡
3275,13598611264,金卡
3276,16545314779,普通
3277,14111224288,普通
3278,13158909952,银卡
3279,15856349181,金卡
3280,17843478844,普通
3281,19827917392,普通
3282,19627716017,银卡
3283,14446329427,金卡
3284,14052863712,普通
3285,15194064430,普通
3286,17155367445,银卡
3287,14665094496,金卡
3288,13722041864,普通
3289,16323023097,普通
3290,18727142024,银卡
3291,18741874659,金卡
3292,19040898655,普通
3293,18858727229,普通
3294,16729142380,银卡
3295,13389981726,金卡
3296,14011545153,普通
3297,17210426565,普通
3298,13001834773,银卡
3299,14913846109,金卡
3300,14185736567,普通
3301,19431723862,普通
3302,13601713502,银卡
3303,16860821657,金卡
3304,16050976362,普通
3305,19688550763,普通
3306,17851175560,银卡
3307,13360726205,金卡
3308,18159807326,普通
3309,19273256689,普通
3310,17142736100,银卡
3311,13945789936,金卡
3312,14606849425,普通
3313,16936938333,普通
3314,14115864301,银卡
3315,13070451898,金卡
3316,15326439503,普通
3317,16374002042,普通
3318,14381920641,银卡
3319,17315722859,金卡
3320,18776511420,普通
3321,17701165855,普通
3322,19919218705,银卡
3323,17452471657,金卡
3324,16270480114,普通
3325,14107101939,普通
3326,14365091958,银卡
3327,14714815758,金卡
3328,19757708894,普通
3329,18021335220,普通
3330,14779097348,银卡
3331,19395756011,金卡
3332,13620174709,普通
3333,16901312984,普通
3334,16047279564,银卡
3335,13180525968,金卡
3336,15941369159,普通
3337,17836917947,普通
3338,17915994242,银卡
3339,15672646860,金卡
3340,17146343428,普通
3341,13046227021,普通
3342,17163947635,银卡
3343,13089008450,金卡
3344,17742361925,普通
3345,14703700097,普通
3346,15232700955,银卡
3347,17318922949,金卡
3348,13750426286,普通
3349,14400243189,普通
3350,16206604012,银卡
3351,15754889372,金卡
3352,19064860041,普通
3353,16685846704,普通
3354,18336710317,银卡
3355,19495405871,金卡
3356,19961664599,普通
3357,19815415504,普通
3358,14179574262,银卡
3359,16922880160,金卡
3360,18186647216,普通
3361,18944598903,普通
3362,16369603873,银卡
3363,13972055018,金卡
3364,17569732998,普通
3365,13218314250,普通
3366,13099422737,银卡
3367,18762707300,金卡
3368,18755931640,普通
3369,13982513951,普通
3370,13331929875,银卡
3371,17674497734,金卡
3372,16106116019,普通
3373,13537037176,普通
3374,18090802687,银卡
3375,19060772866,金卡
3376,16360654026,普通
3377,15625838607,普通
3378,16951666939,银卡
3379,14279083501,金卡
3380,14857473823,普通
3381,13545874554,普通
3382,15461143356,银卡
3383,19291546735,金卡
3384,14041128504,普通
3385,15484424555,普通
3386,17181068947,银卡
3387,17759941345,金卡
3388,15841490170,普通
3389,18421099629,普通
3390,14669108685,银卡
3391,18147188579,金卡
3392,14625942946,普通
3393,15308407591,普通
3394,19859218753,银卡
3395,19754254132,金卡
3396,14226713243,普通
3397,14193463998,普通
3398,13319081107,银卡
3399,13039780267,金卡
3400,13754583521,普通
3401,17704471132,普通
3402,13183352835,银卡
3403,19988593376,金卡
3404,18566689794,普通
3405,16821390164,普通
3406,14600862761,银卡
3407,19554683453,金卡
3408,16319962237,普通
3409,17339835876,普通
3410,18151466791,银卡
3411,14678631704,金卡
3412,19793268772,普通
3413,18235006536,普通
3414,14300295480,银卡
3415,13722225926,金卡
3416,19192407464,普通
3417,16365018697,普通
3418,16243171250,银卡
3419,16343892753,金卡
3420,14611327133,普通
3421,13184186580,普通
3422,14167848323,银卡
3423,13672429497,金卡
3424,13146054053,普通
3425,15048449200,普通
3426,15535302990,银卡
3427,17675655471,金卡
3428,15179934252,普通
3429,15417078433,普通
3430,17343969336,银卡
3431,14911833304,金卡
3432,17119407323,普通
3433,19497175761,普通
3434,14726746775,银卡
3435,15898754798,金卡
3436,15035897246,普通
3437,17617929345,普通
3438,19029415759,银卡
3439,19353567355,金卡
3440,17179327680,普通
3441,13003995408,普通
3442,15893816494,银卡
3443,13588984931,金卡
3444,14734752072,普通
3445,19155739276,普通
3446,17340467129,银卡
3447,19474862155,金卡
3448,13478262603,普通
3449,19712203192,普通
3450,19435919659,银卡
3451,13618288046,金卡
3452,15072337455,普通
3453,18054303025,普通
3454,14288550374,银卡
3455,19954447662,金卡
3456,14686333989,普通
3457,18102364837,普通
3458,13368311834,银卡
3459,16998465697,金卡
3460,14295624746,普通
3461,17761051430,普通
3462,19219414519,银卡
3463,14582174693,金卡
3464,14990797598,普通
3465,14189796254,普通
3466,18688769084,银卡
3467,18197852735,金卡
3468,14646085354,普通
3469,14451557663,普通
3470,13642043439,银卡
3471,13212042373,金卡
3472,16222277123,普通
3473,17361617985,普通
3474,15017115177,银卡
3475,13920993249,金卡
3476,15393969334,普通
3477,13147186559,普通
3478,18678765881,银卡
3479,17973413759,金卡
3480,16069200054,普通
3481,13810973878,普通
3482,16997402691,银卡
3483,17971576261,金卡
3484,13200447888,普通
3485,14518822590,普通
3486,16239832382,银卡
3487,17173768400,金卡
3488,15559071859,普通
3489,19282110830,普通
3490,15495460852,银卡
3491,16020866297,金卡
3492,18188240466,普通
3493,14672840709,普通
3494,19584994181,银卡
3495,13006552136,金卡
3496,15415791151,普通
3497,16552040245,普通
3498,18145452370,银卡
3499,19917420506,金卡
3500,13430902473,普通
3501,17186123281,普通
3502,17093478517,银卡
3503,19292279284,金卡
3504,15780314079,普通
3505,16202784004,普通
3506,14138577798,银卡
3507,16259167237,金卡
3508,16777989956,普通
3509,18660916483,普通
3510,19504593304,银卡
3511,18486939149,金卡
3512,15188588846,普通
3513,13351513840,普通
3514,14566625680,银卡
3515,15229496593,金卡
3516,13913637848,普通
3517,15034799511,普通
3518,16061149634,银卡
3519,19775969762,金卡
3520,15182265474,普通
3521,18275271650,普通
3522,13990503084,银卡
3523,18348263424,金卡
3524,17180363995,普通
3525,17317415683,普通
3526,13578059255,银卡
3527,14472972182,金卡
3528,17564341472,普通
3529,14087310159,普通
3530,19701758478,银卡
3531,17852409998,金卡
3532,18174619679,普通
3533,15576388248,普通
3534,16882020503,银卡
3535,18752333398,金卡
3536,19426112232,普通
3537,19679943739,普通
3538,16843596400,银卡
3539,15966463884,金卡
3540,18846148409,普通
3541,13773263197,普通
3542,18880692701,银卡
3543,14211200044,金卡
3544,15298075306,普通
3545,19832935464,普通
3546,15162835134,银卡
3547,13474246680,金卡
3548,18756082032,普通
3549,17425950540,普通
3550,14758268976,银卡
3551,18126875795,金卡
3552,14299972683,普通
3553,15633201513,普通
3554,19997583297,银卡
3555,16302901268,金卡
3556,19786606770,普通
3557,14017068830,普通
3558,19183615286,银卡
3559,19693453844,金卡
3560,18690055790,普通
3561,13142477697,普通
3562,15235112742,银卡
3563,13903047395,金卡
3564,17656163505,普通
3565,14427039780,普通
3566,14234568348,银卡
3567,17522605554,金卡
3568,18079292520,普通
3569,15593987962,普通
3570,17894901500,银卡
3571,17603208857,金卡
3572,18768775154,普通
3573,16746120926,普通
3574,14402428544,银卡
3575,14959032150,金卡
3576,19134177011,普通
3577,15845255723,普通
3578,13451321457,银卡
3579,15387680805,金卡
3580,19190097204,普通
3581,17429223662,普通
3582,19893665719,银卡
3583,16279901379,金卡
3584,15366208134,普通
3585,17776459195,普通
3586,13141081524,银卡
3587,19019291082,金卡
3588,16993328388,普通
3589,15659304982,普通
3590,16853438298,银卡
3591,18517964719,金卡
3592,18327634878,普通
3593,15260522477,普通
3594,17227994288,银卡
3595,17508003399,金卡
3596,17082891958,普通
3597,19045712550,普通
3598,19968834406,银卡
3599,17537451166,金卡
3600,15617466946,普通
3601,16257596647,普通
3602,14835822094,银卡
3603,15857672733,金卡
3604,19504335010,普通
3605,13046292270,普通
3606,19989532773,银卡
3607,18059448408,金卡
3608,18254320806,普通
3609,13802180891,普通
3610,15031227769,银卡
3611,17885552212,金卡
3612,15304049266,普通
3613,19386628714,普通
3614,14403444724,银卡
3615,19446224727,金卡
3616,17150695729,普通
3617,16689063128,普通
3618,18275238860,银卡
3619,13073805821,金卡
3620,14379026118,普通
3621,17018196536,普通
3622,17908904712,银卡
3623,13437715286,金卡
3624,13596405779,普通
3625,15527810380,普通
3626,14791295690,银卡
3627,15128875843,金卡
3628,14018805154,普通
3629,17404084103,普通
3630,14082070816,银卡
3631,13213280709,金卡
3632,18839603313,普通
3633,15003141431,普通
3634,17766946975,银卡
3635,18660301589,金卡
3636,17277991884,普通
3637,16047821958,普通
3638,13727095426,银卡
3639,16539811973,金卡
3640,15663264174,普通
3641,14250505546,普通
3642,18325265315,银卡
3643,13634800762,金卡
3644,13375963714,普通
3645,18782446012,普通
3646,19668400405,银卡
3647,17970325654,金卡
3648,15797577230,普通
3649,14656211138,普通
3650,15770783873,银卡
3651,19490312145,金卡
3652,18499270099,普通
3653,14503025497,普通
3654,17127341891,银卡
3655,18607783579,金卡
3656,16233362424,普通
3657,16718900031,普通
3658,15656623190,银卡
3659,13274021008,金卡
3660,13493446364,普通
3661,17907676575,普通
3662,18879825100,银卡
3663,16465178440,金卡
3664,13179601089,普通
3665,19754207544,普通
3666,15245011613,银卡
3667,14177889562,金卡
3668,16706503549,普通
3669,17165471697,普通
3670,14971254545,银卡
3671,18102620249,金卡
3672,13832900268,普通
3673,15396356549,普通
3674,14027118888,银卡
3675,14540621835,金卡
3676,18724230597,普通
3677,16836728167,普通
3678,18084618490,银卡
3679,17572228640,金卡
3680,16043095090,普通
3681,17970160592,普通
3682,19323711151,银卡
3683,14218465641,金卡
3684,18255489249,普通
3685,14650245393,普通
3686,15906459794,银卡
3687,16087802020,金卡
3688,16665639278,普通
3689,15802868331,普通
3690,14244541662,银卡
3691,14967727969,金卡
3692,18727174772,普通
3693,15826998403,普通
3694,14644183707,银卡
3695,16296882535,金卡
3696,19771571010,普通
3697,17340522173,普通
3698,17607908758,银卡
3699,17288938851,金卡
3700,19111056858,普通
3701,15420551812,普通
3702,19985276904,银卡
3703,18944688309,金卡
3704,19278950372,普通
3705,16144322274,普通
3706,17477460509,银卡
3707,19564992173,金卡
3708,16238359886,普通
3709,19942962969,普通
3710,19810958944,银卡
3711,17105505930,金卡
3712,13770877479,普通
3713,17803737795,普通
3714,16153925006,银卡
3715,14969595275,金卡
3716,16582583697,普通
3717,13204595906,普通
3718,17346805035,银卡
3719,17556299685,金卡
3720,15386678877,普通
3721,15309235183,普通
3722,19740376163,银卡
3723,14061267641,金卡
3724,15571339966,普通
3725,16629769067,普通
3726,19046147525,银卡
3727,15143564902,金卡
3728,18400886451,普通
3729,15259472506,普通
3730,19596707410,银卡
3731,17791988063,金卡
3732,19804184660,普通
3733,19963405316,普通
3734,17035026555,银卡
